Temps;EA0;Temps;EA1;Temps;I
0.000161;0.253389000892639;0.000161;-5.13843887299299;0.000161;-0.361423506091038
0.000162;0.273223698139191;0.000162;-5.10368950664997;0.000162;-0.346509205798308
0.000163;0.293058395385742;0.000163;-5.06894014030695;0.000163;-0.358109217137098
0.000164;0.317851766943932;0.000164;-5.02426238358021;0.000164;-0.344852061321338
0.000165;0.337686464190483;0.000165;-4.98951301723719;0.000165;-0.346509205798308
0.000166;0.362479835748672;0.000166;-4.9497994557023;0.000166;-0.348166350275278
0.000167;0.372397184371948;0.000167;-4.91505008935928;0.000167;-0.353137783706188
0.000168;0.402149230241776;0.000168;-4.87037233263254;0.000168;-0.364737795044978
0.000169;0.426942601799965;0.000169;-4.8256945759058;0.000169;-0.366394939521949
0.00017;0.451735973358154;0.00017;-4.78101681917906;0.00017;-0.361423506091038
0.000171;0.471570670604706;0.000171;-4.73633906245232;0.000171;-0.363080650568008
0.000172;0.491405367851257;0.000172;-4.69662550091743;0.000172;-0.349823494752248
0.000173;0.516198739409447;0.000173;-4.65194774419069;0.000173;-0.351480639229218
0.000174;0.526116088032722;0.000174;-4.61719837784767;0.000174;-0.334909194459518
0.000175;0.550909459590912;0.000175;-4.57748481631279;0.000175;-0.323309183120728
0.000176;0.570744156837463;0.000176;-4.53280705958605;0.000176;-0.324966327597698
0.000177;0.590578854084015;0.000177;-4.48316510766745;0.000177;-0.318337749689817
0.000178;0.605454877018929;0.000178;-4.44345154613256;0.000178;-0.319994894166787
0.000179;0.630248248577118;0.000179;-4.39877378940582;0.000179;-0.324966327597698
0.00018;0.650082945823669;0.00018;-4.35409603267908;0.00018;-0.326623472074668
0.000181;0.664958968758583;0.000181;-4.30941827595234;0.000181;-0.329937761028608
0.000182;0.689752340316772;0.000182;-4.25977632403374;0.000182;-0.331594905505578
0.000183;0.709587037563324;0.000183;-4.21013437211514;0.000183;-0.339880627890428
0.000184;0.729421734809875;0.000184;-4.16049242019653;0.000184;-0.321652038643758
0.000185;0.749256432056427;0.000185;-4.11581466346979;0.000185;-0.311709171781937
0.000186;0.769091129302979;0.000186;-4.07113690674305;0.000186;-0.306737738351027
0.000187;0.774049803614616;0.000187;-4.03638754040003;0.000187;-0.298452015966177
0.000188;0.793884500861168;0.000188;-3.98674558848143;0.000188;-0.295137727012237
0.000189;0.813719198107719;0.000189;-3.93213944137096;0.000189;-0.281880571196477
0.00019;0.828595221042633;0.00019;-3.89242587983608;0.00019;-0.283537715673447
0.000191;0.838512569665909;0.000191;-3.84774812310934;0.000191;-0.278566282242537
0.000192;0.85834726691246;0.000192;-3.8030703663826;0.000192;-0.285194860150417
0.000193;0.873223289847374;0.000193;-3.753428414464;0.000193;-0.300109160443147
0.000194;0.888099312782288;0.000194;-3.70875065773726;0.000194;-0.291823438058297
0.000195;0.907934010028839;0.000195;-3.65414451062679;0.000195;-0.265309126426776
0.000196;0.922810032963753;0.000196;-3.60946675390005;0.000196;-0.280223426719507
0.000197;0.942644730210304;0.000197;-3.55982480198145;0.000197;-0.271937704334656
0.000198;0.957520753145218;0.000198;-3.50521865487099;0.000198;-0.266966270903746
0.000199;0.972396776080132;0.000199;-3.45557670295238;0.000199;-0.253709115087986
0.0002;0.977355450391769;0.0002;-3.42082733660936;0.0002;-0.253709115087986
0.000201;0.987272799015045;0.000201;-3.37614957988262;0.000201;-0.240451959272226
0.000202;1.00214882194996;0.000202;-3.32650762796402;0.000202;-0.235480525841316
0.000203;1.01206617057323;0.000203;-3.28182987123728;0.000203;-0.235480525841316
0.000204;1.02694219350815;0.000204;-3.23218791931868;0.000204;-0.225537658979495
0.000205;1.03190086781979;0.000205;-3.18751016259193;0.000205;-0.227194803456465
0.000206;1.0467768907547;0.000206;-3.14283240586519;0.000206;-0.223880514502525
0.000207;1.05173556506634;0.000207;-3.09815464913845;0.000207;-0.233823381364346
0.000208;1.06661158800125;0.000208;-3.04851269721985;0.000208;-0.230509092410405
0.000209;1.08148761093616;0.000209;-2.99887074530125;0.000209;-0.230509092410405
0.00021;1.09140495955944;0.00021;-2.94922879338264;0.00021;-0.220566225548585
0.000211;1.10628098249435;0.000211;-2.89462264627218;0.000211;-0.212280503163735
0.000212;1.11123965680599;0.000212;-2.8549090847373;0.000212;-0.205651925255855
